tweet,sentiment
என் பேர போடல அப்போ நா பாசம் இல்லயா.. 😭  pic.twitter.com/sGjLB6g1vy,Sad
"யார் பாசம் 
       யார் வேஷம் ஏன்று புரிந்து கொள்ள முடியவில்லை இருந்தாலும் உண்மையான அன்பிற்காக
      மனம் ஏங்குகிறது♥️♥️♥️♥️  pic.twitter.com/u3ODQK2pH1",Sad
"பெருமைமிகு கலைஞனின்
.   நம்மவர் பாசம்  https://twitter.com/enakkulnee/status/1177556791900553217 …",Happy
"எவ்வளவுதான் பாசம் அன்பு என உருகினாலும்  சுய நலத்தின் வேர்கள்  காலப் போக்கில் வெளிப்படத்தான் #செய்கிறது...
#இரதிதேவி 😉😉😉😉😉😉 pic.twitter.com/WGHBVeW2Di",Sad
"நான் அன்பானவளா இல்லையான்னு என் கணவருக்கு புரிந்தால் போதும் ஐயா 😊

என் கணவர் மேல் அன்பு பாசம் நேசம்  உள்ள எனக்கு திட்ட உரிமை இல்லையா என்ன..

மற்றவர்கள் என் கணவரை திட்ட அனுமதிக்க மாட்டேன் 👍

நான் எந்த டிவிட்ல பொய் சொன்னேன் ன்னு சொல்லுங்க.",Happy
"அண்ணன்,தங்கை பாசம் என்றால் அது தலைவரின் முள்ளும் மலரும் மட்டுமே! மற்றது எல்லாம் அப்புறம்தான்!",Happy
எங்கள் தலைவரின் காவலர்களின் ID முடக்கினால் போதுமா ..முட்டாள்களா எங்கள் தலைவர் மீதுள்ள பாசம் எங்கள் ரத்தத்தில் உள்ளது ...ஒரு ஐடி முடக்கினால் திரும்ப துவங்க முடியாதா ..இந்த வேலை பாக்குற நேரத்துல கொஞ்சம் நல்லது செய்த்து டபொசிட் வாங்க பாருங்க அறிவு ஜீவிகளை  https://twitter.com/RajiniSampath/status/1177519532853755905 …,Happy
"அன்று 
காணக் காத்திருந்த 
கண்கள்
இன்று
கண்டும்
காணமல் போகின்றன.

காத்திருந்தேன் நான்
அதிகாலையிலே
உன்னைக் காண 
என்றே உருகிப் பேசிடுவார்

கதிரவன் மறையும் நேரத்திற்குள்
காரிகை காதலும் அங்கே
கரைந்து போகும்.

பாசம் அங்கு பரிதாபம்
தேவையே அங்கு பிரதானம்.",Sad
உண்மையான பாசம் ரெண்டையும் செய்யும்,Happy
தூத்துக்குடி தேர்தல்ல தங்கச்சிக்கு ஆதரவா ஆரம்பிச்ச அந்த பனை பாசம் இன்னும் விடல...,Happy
"நான் கடந்து வந்த வலி, வேதனை, தொரோகம், நட்பு, பாசம், உழைப்பு அதை தாண்டி இருக்குற வெறி என்னை விடதுனு நினைக்கிறேன்
#Today_PAIN
#Tommorow_SUCCESS
#BE_CONFIDENT
@Siva_Kartikeyan pic.twitter.com/qc5aUzEghj",Sad
அண்ணா படம் வேற லெவல் பாசம் அன்பு நேசம் கதை காமெடி அதுமட்டுமில்லாமல் தந்தை இல்லாத மகன்கள் தவிக்கின்ற ஒவ்வொரு சில மணி நேரத்தில் ஒவ்வொரு நிமிடத்தையும் எடுத்துக்காட்டிய பாண்டியராஜ் சார் அவர்களுக்கு எங்களுடைய மனமார்ந்த நன்றி வாழ்த்துக்களை தெரிவித்துக் கொள்கிறோம்  https://twitter.com/studio9_suresh/status/1177586094688227330 …,Happy
தந்தைக்கும் மகனுக்கும் இடையேயான பாசம்❤😊👌  pic.twitter.com/rOb3C0Q7MM,Happy
யாருக்கும் நம்ம மேல பாசம் பாயாசம் எதுவும் கிடையாது... 😔😔😔😔,Sad
@Siva_Kartikeyan @aishu_dil செம மாஸ் அண்ணன் தங்கை பாசம் @immancomposer அண்ணா வேர லெவல் சாங்ஸ் & பி.ஜி.எம் @pandiraj_dir அண்ணா கடைக்குட்டி சிங்கம் மாதிரி செம மாஸ் தல மாதிரி இந்த வருசம் ஒரு அடியில ரெண்டு வெற்றி வாழ்த்துகள் வெற்றி கூட்டனிக்கு 💞,Happy
தந்தைக்கும் மகனுக்கும் இடையேயான பாசம்❤😊👌  pic.twitter.com/fbjbJQ0w53,Happy
"அண்ணன், தங்கை பாசம் - நம்ம வீட்டுப் பிள்ளை விமர்சனம்

 https://cinema.maalaimalar.com/cinema/review/2019/09/27223204/1263731/Namma-Veettu-Pillai-Movie-review-in-tamil.vpf …
#NammaVeettuPillai #NammaVeettuPillaiReview #NVPReview @Siva_Kartikeyan @aishu_dil @pandiraj_dir",Happy
என் பாசம் யாருக்கும் புரியாது,Sad
"#படம்_பார்த்தேன்...👀👀👀 #நம்மவீட்டுப்பிள்ளை...
@Siva_Kartikeyan 👏
@pandiraj_dir அண்ண நீங்க எடுக்குற இந்த மாதிரி படங்கள் (#KKS and #NVP) குடும்பங் இனனப்பு பிணைப்பு பாசம் பண்பு எல்லாம் மேலும் மேலும் அதிகமாகிறது.
@sooriofficial 👌👌👌
@sunpictures இனி பாத்துகும் @MEENAKSHICINE – at Meenatchi Theatre",Happy
"நடிப்பு, உணர்வு, அண்ணன் தங்கை பாசம் என நம்ம வீட்டு பிள்ளையாக @Siva_Kartikeyan நிருபித்துள்ளார். 👌👏
#NammaVeettuPillai",Happy
"@vanithavijayku1 லாஸ்லியா மேல பாசம், அக்கறை எல்லாம் ஒன்னும் இல்லை. தர்ஷன் மற்றும் ஷெரின் மேல அவ்வளவு கோவம். உள்ளே இருக்கும் வரை தொடர்ந்தது, இப்போது வெளியிலும் தொடர்கிறது. #BiggBossTamil3",Sad
